date,stock_code,action,shares,price,value,commission,portfolio_value_before,position_mode
2020-06-23,300824.SZ,BUY,5200,6.2669,32587.83,65.1757,13776983.44,fixed
2020-06-23,002426.SZ,BUY,20000,1.5015,30030.0,60.06,13779541.27,fixed
2020-06-23,300327.SZ,BUY,1200,24.8858,29863.01,59.726,13779708.25,fixed
2020-06-23,002869.SZ,BUY,700,37.9154,26540.8,53.0816,13783030.47,fixed
2020-06-23,600566.SH,BUY,1400,20.1684,28235.7,56.4714,13781335.56,fixed
2020-06-23,002607.SZ,BUY,1000,28.2782,28278.25,56.5565,13781293.02,fixed
2020-06-23,603886.SH,BUY,2400,12.2741,29457.72,58.9154,13780113.54,fixed
2020-06-23,002833.SZ,BUY,2700,10.7786,29102.13,58.2043,13780469.14,fixed
2020-06-23,002728.SZ,BUY,4700,6.2757,29495.97,58.9919,13780075.29,fixed
2020-06-23,603298.SH,BUY,4600,6.5299,30037.54,60.0751,13779533.72,fixed
2020-06-23,600985.SH,BUY,5000,5.912,29560.23,59.1205,13780011.04,fixed
2020-06-23,000789.SZ,BUY,2700,10.831,29243.73,58.4875,13780327.54,fixed
2020-06-23,600961.SH,BUY,5000,5.8859,29429.4,58.8588,13780141.87,fixed
2020-06-23,603871.SH,BUY,8200,3.6389,29838.61,59.6772,13779732.66,fixed
2020-06-23,002092.SZ,BUY,6700,4.4707,29953.42,59.9068,13779617.85,fixed
2020-06-23,000963.SZ,BUY,1300,21.8461,28399.99,56.8,13781171.27,fixed
2020-06-23,300231.SZ,BUY,3600,8.094,29138.38,58.2768,13780432.88,fixed
2020-06-23,603609.SH,BUY,2000,14.4283,28856.6,57.7132,13780714.67,fixed
2020-06-23,300723.SZ,BUY,2000,14.7667,29533.36,59.0667,13780037.9,fixed
2020-06-23,603617.SH,BUY,4200,7.0419,29575.8,59.1516,13779995.46,fixed
2020-06-23,002925.SZ,BUY,1000,28.7518,28751.77,57.5035,13780819.5,fixed
2020-06-23,000528.SZ,BUY,5200,5.7246,29767.72,59.5354,13779803.54,fixed
2020-06-23,600398.SH,BUY,7300,4.1224,30093.8,60.1876,13779477.46,fixed
2020-06-23,600729.SH,BUY,1500,19.9554,29933.17,59.8663,13779638.1,fixed
2020-07-23,000528.SZ,SELL,-15500,6.5358,89361.67,202.6103,14393286.81,fixed
2020-07-23,002092.SZ,SELL,-6700,5.52,29953.42,73.9679,14333878.55,fixed
2020-07-23,002426.SZ,SELL,-20000,1.968,30030.0,78.7212,14333955.14,fixed
2020-07-23,002728.SZ,SELL,-14100,6.5532,88667.78,184.8016,14392592.92,fixed
2020-07-23,002833.SZ,SELL,-12000,14.9093,118258.71,357.8235,14422183.85,fixed
2020-07-23,002869.SZ,SELL,-2900,54.5369,113548.12,316.3143,14417473.26,fixed
2020-07-23,002925.SZ,SELL,-1000,32.2524,28751.77,64.5048,14332676.91,fixed
2020-07-23,300327.SZ,SELL,-1200,24.5052,29863.01,58.8124,14333788.15,fixed
2020-07-23,300723.SZ,SELL,-2000,17.0533,29533.36,68.2131,14333458.5,fixed
2020-07-23,300824.SZ,SELL,-5200,18.2956,32587.83,190.2743,14336512.97,fixed
2020-07-23,300841.SZ,SELL,-400,259.9963,27022.06,207.997,14330947.2,fixed
2020-07-23,300842.SZ,SELL,-1500,55.273,32135.97,165.8191,14336061.1,fixed
2020-07-23,600398.SH,SELL,-7300,4.5237,30093.8,66.0455,14334018.94,fixed
2020-07-23,600729.SH,SELL,-1500,21.6262,29933.17,64.8786,14333858.3,fixed
2020-07-23,600961.SH,SELL,-5000,8.4615,29429.4,84.6153,14333354.54,fixed
2020-07-23,600985.SH,SELL,-10000,6.8959,59111.78,137.918,14363036.91,fixed
2020-07-23,603609.SH,SELL,-4200,15.7818,58531.8,132.5673,14362456.94,fixed
2020-07-23,603617.SH,SELL,-4200,8.6999,29575.8,73.0792,14333500.94,fixed
2020-07-23,603871.SH,SELL,-8200,4.0311,29838.61,66.1105,14333763.74,fixed
2020-07-23,605166.SH,SELL,-2600,12.6935,32202.48,66.0062,14336127.62,fixed
2020-07-23,300846.SZ,BUY,1400,22.3045,31226.32,62.4526,14272698.82,fixed
2020-07-23,300851.SZ,BUY,500,55.9219,27960.93,55.9219,14275964.21,fixed
2020-07-23,300847.SZ,BUY,1900,16.7804,31882.75,63.7655,14272042.39,fixed
2020-07-23,300852.SZ,BUY,800,38.9747,31179.75,62.3595,14272745.39,fixed
2020-07-23,605199.SH,BUY,1900,17.2829,32837.55,65.6751,14271087.59,fixed
2020-07-23,300848.SZ,BUY,3600,9.0421,32551.7,65.1034,14271373.44,fixed
2020-07-23,300840.SZ,BUY,1300,23.9795,31173.4,62.3468,14272751.73,fixed
2020-07-23,300856.SZ,BUY,3000,10.6668,32000.27,64.0005,14271924.87,fixed
2020-07-23,002102.SZ,BUY,15800,1.8819,29733.7,59.4674,14274191.43,fixed
2020-07-23,000999.SZ,BUY,1900,15.6451,29725.64,59.4513,14274199.5,fixed
2020-07-23,000895.SZ,BUY,700,40.771,28539.73,57.0795,14275385.41,fixed
2020-07-23,600340.SH,BUY,1600,18.56,29696.0,59.392,14274229.14,fixed
2020-07-23,600998.SH,BUY,5200,5.7943,30130.41,60.2608,14273794.73,fixed
2020-07-23,600566.SH,BUY,1300,21.0087,27311.32,54.6226,14276613.81,fixed
2020-07-23,300738.SZ,BUY,2000,14.3225,28644.93,57.2899,14275280.21,fixed
2020-07-23,002607.SZ,BUY,900,33.2332,29909.88,59.8198,14274015.26,fixed
2020-07-23,300771.SZ,BUY,1100,25.0928,27602.09,55.2042,14276323.05,fixed
2020-07-23,601318.SH,BUY,400,61.6642,24665.68,49.3314,14279259.46,fixed
2020-07-23,000963.SZ,BUY,1100,25.9918,28590.97,57.1819,14275334.16,fixed
2020-07-23,600901.SH,BUY,9300,3.1937,29701.66,59.4033,14274223.48,fixed
2020-07-23,603298.SH,BUY,3600,8.1592,29373.14,58.7463,14274552.0,fixed
2020-07-23,000789.SZ,BUY,2000,14.151,28301.97,56.6039,14275623.17,fixed
2020-07-23,002512.SZ,BUY,5500,5.3453,29399.37,58.7987,14274525.77,fixed
2020-07-23,000537.SZ,BUY,4300,6.8479,29446.08,58.8922,14274479.05,fixed
2020-07-23,300226.SZ,BUY,600,47.6455,28587.27,57.1745,14275337.86,fixed
2020-07-23,300231.SZ,BUY,3500,8.2729,28955.04,57.9101,14274970.1,fixed
2020-07-23,302132.SZ,BUY,2100,13.6353,28634.1,57.2682,14275291.04,fixed
2020-07-23,300130.SZ,BUY,2200,13.1448,28918.49,57.837,14275006.65,fixed
2020-07-23,603886.SH,BUY,2300,12.637,29065.13,58.1303,14274860.0,fixed
2020-07-23,603319.SH,BUY,3700,7.9199,29303.65,58.6073,14274621.48,fixed
2020-08-20,000537.SZ,SELL,-4300,6.7807,29446.08,58.3141,14458941.98,fixed
2020-08-20,000999.SZ,SELL,-1900,15.2495,29725.64,57.9481,14459221.54,fixed
2020-08-20,002512.SZ,SELL,-17200,5.6843,89186.1,195.5403,14518682.0,fixed
2020-08-20,300130.SZ,SELL,-2200,13.9472,28918.49,61.3677,14458414.39,fixed
2020-08-20,300231.SZ,SELL,-7100,9.5595,58093.42,135.7449,14487589.33,fixed
2020-08-20,300738.SZ,SELL,-2000,12.1026,28644.93,48.4105,14458140.83,fixed
2020-08-20,300840.SZ,SELL,-1300,19.5331,31173.4,50.7862,14460669.31,fixed
2020-08-20,300846.SZ,SELL,-1400,27.4289,31226.32,76.8008,14460722.22,fixed
2020-08-20,300847.SZ,SELL,-1900,16.6537,31882.75,63.2839,14461378.65,fixed
2020-08-20,300848.SZ,SELL,-3600,8.1985,32551.7,59.0294,14462047.6,fixed
2020-08-20,300851.SZ,SELL,-500,44.6521,27960.93,44.6521,14457456.83,fixed
2020-08-20,300852.SZ,SELL,-800,44.3944,31179.75,71.0311,14460675.65,fixed
2020-08-20,300856.SZ,SELL,-3000,18.6619,32000.27,111.9715,14461496.17,fixed
2020-08-20,600340.SH,SELL,-1600,17.962,29696.0,57.4785,14459191.9,fixed
2020-08-20,600998.SH,SELL,-5200,5.5435,30130.41,57.6523,14459626.31,fixed
2020-08-20,601318.SH,SELL,-400,60.8399,24665.68,48.6719,14454161.58,fixed
2020-08-20,603298.SH,SELL,-29500,10.1865,177462.66,601.0057,14606958.57,fixed
2020-08-20,603319.SH,SELL,-3700,11.9863,29303.65,88.6986,14458799.56,fixed
2020-08-20,603886.SH,SELL,-7100,14.3934,88080.08,204.386,14517575.98,fixed
2020-08-20,605199.SH,SELL,-1900,34.0209,32837.55,129.2793,14462333.45,fixed
2020-08-20,300859.SZ,BUY,1200,26.3272,31592.65,63.1853,14397903.25,fixed
2020-08-20,002993.SZ,BUY,900,35.8143,32232.84,64.4657,14397263.07,fixed
2020-08-20,605088.SH,BUY,1200,26.3903,31668.42,63.3368,14397827.49,fixed
2020-08-20,300205.SZ,BUY,2300,12.6304,29049.87,58.0997,14400446.03,fixed
2020-08-20,002102.SZ,BUY,15500,1.9319,29944.91,59.8898,14399550.99,fixed
2020-08-20,603931.SH,BUY,1900,16.518,31384.14,62.7683,14398111.76,fixed
2020-08-20,603368.SH,BUY,1300,22.0255,28633.1,57.2662,14400862.8,fixed
2020-08-20,600566.SH,BUY,1400,20.2717,28380.34,56.7607,14401115.56,fixed
2020-08-20,605388.SH,BUY,2000,15.8127,31625.35,63.2507,14397870.55,fixed
2020-08-20,302132.SZ,BUY,2000,14.4603,28920.57,57.8411,14400575.33,fixed
2020-08-20,002607.SZ,BUY,800,35.5155,28412.38,56.8248,14401083.52,fixed
2020-08-20,300771.SZ,BUY,1200,24.2421,29090.52,58.181,14400405.38,fixed
2020-08-20,000789.SZ,BUY,1900,14.9235,28354.56,56.7091,14401141.34,fixed
2020-08-20,002600.SZ,BUY,2800,10.57,29596.13,59.1923,14399899.77,fixed
2020-08-20,000895.SZ,BUY,600,42.5276,25516.55,51.0331,14403979.35,fixed
2020-08-20,600901.SH,BUY,9400,3.1623,29725.26,59.4505,14399770.65,fixed
2020-08-20,000963.SZ,BUY,1200,24.7062,29647.41,59.2948,14399848.49,fixed
2020-08-20,600589.SH,BUY,7300,4.0653,29676.79,59.3536,14399819.11,fixed
2020-08-20,688505.SH,BUY,1000,28.3724,28372.4,56.7448,14401123.5,fixed
2020-08-20,002401.SZ,BUY,2300,12.4891,28725.03,57.4501,14400770.87,fixed
2020-08-20,600186.SH,BUY,10300,2.8028,28868.84,57.7377,14400627.06,fixed
2020-08-20,601900.SH,BUY,3900,7.6343,29773.81,59.5476,14399722.1,fixed
2020-08-20,300571.SZ,BUY,600,46.0111,27606.69,55.2134,14401889.21,fixed
2020-08-20,300226.SZ,BUY,600,48.6803,29208.2,58.4164,14400287.7,fixed
2020-08-20,002092.SZ,BUY,5600,5.3083,29726.23,59.4525,14399769.68,fixed
2020-08-20,601717.SH,BUY,4900,6.1148,29962.53,59.9251,14399533.37,fixed
2020-08-20,300822.SZ,BUY,2100,13.8577,29101.14,58.2023,14400394.76,fixed
2020-08-20,603798.SH,BUY,3500,8.2485,28869.67,57.7393,14400626.24,fixed
2020-08-20,300552.SZ,BUY,600,45.3589,27215.34,54.4307,14402280.56,fixed
2020-08-20,603300.SH,BUY,8800,3.3794,29738.56,59.4771,14399757.34,fixed
2020-09-17,000789.SZ,SELL,-6600,13.1139,85900.26,173.1041,14504827.1,fixed
2020-09-17,000895.SZ,SELL,-2200,39.0327,81965.28,171.7439,14500892.12,fixed
2020-09-17,000963.SZ,SELL,-3600,22.8903,86638.38,164.8102,14505565.23,fixed
2020-09-17,002092.SZ,SELL,-5600,5.0173,29726.23,56.1937,14448653.07,fixed
2020-09-17,002102.SZ,SELL,-31300,1.8482,59678.62,115.6942,14478605.46,fixed
2020-09-17,002600.SZ,SELL,-2800,10.6724,29596.13,59.7652,14448522.98,fixed
2020-09-17,002993.SZ,SELL,-900,70.9805,32232.84,127.7649,14451159.68,fixed
2020-09-17,300205.SZ,SELL,-2300,12.9131,29049.87,59.4001,14447976.72,fixed
2020-09-17,300552.SZ,SELL,-600,44.7457,27215.34,53.6948,14446142.19,fixed
2020-09-17,300771.SZ,SELL,-3500,24.2486,84718.21,169.7405,14503645.06,fixed
2020-09-17,300822.SZ,SELL,-2100,15.8892,29101.14,66.7347,14448027.98,fixed
2020-09-17,300859.SZ,SELL,-1200,41.2377,31592.65,98.9704,14450519.5,fixed
2020-09-17,302132.SZ,SELL,-4100,14.4511,57554.67,118.4986,14476481.51,fixed
2020-09-17,600186.SH,SELL,-10300,2.8372,28868.84,58.4455,14447795.68,fixed
2020-09-17,600566.SH,SELL,-13900,19.125,260835.51,531.6736,14679762.36,fixed
2020-09-17,600901.SH,SELL,-18700,2.9571,59426.91,110.5941,14478353.76,fixed
2020-09-17,601717.SH,SELL,-4900,7.5981,29962.53,74.4612,14448889.38,fixed
2020-09-17,601900.SH,SELL,-3900,7.4205,29773.81,57.88,14448700.65,fixed
2020-09-17,603300.SH,SELL,-8800,3.4027,29738.56,59.8867,14448665.41,fixed
2020-09-17,603368.SH,SELL,-1300,20.9555,28633.1,54.4843,14447559.95,fixed
2020-09-17,603798.SH,SELL,-3500,8.108,28869.67,56.7563,14447796.51,fixed
2020-09-17,603931.SH,SELL,-1900,23.9215,31384.14,90.9017,14450310.99,fixed
2020-09-17,605088.SH,SELL,-1200,18.2268,31668.42,43.7444,14450595.26,fixed
2020-09-17,605388.SH,SELL,-2000,14.8585,31625.35,59.434,14450552.2,fixed
2020-09-17,688505.SH,SELL,-1000,22.8758,28372.4,45.7516,14447299.25,fixed
2020-09-17,605009.SH,BUY,600,54.9824,32989.41,65.9788,14385937.43,fixed
2020-09-17,003000.SZ,BUY,3800,8.5955,32662.73,65.3255,14386264.11,fixed
2020-09-17,300886.SZ,BUY,400,62.3063,24922.53,49.8451,14394004.32,fixed
2020-09-17,300887.SZ,BUY,1700,18.1718,30892.14,61.7843,14388034.71,fixed
2020-09-17,600685.SH,BUY,1100,26.9069,29597.63,59.1953,14389329.22,fixed
2020-09-17,002607.SZ,BUY,800,33.7337,26986.96,53.9739,14391939.88,fixed
2020-09-17,605369.SH,BUY,1900,16.8435,32002.69,64.0054,14386924.15,fixed
2020-09-17,605358.SH,BUY,4800,6.8476,32868.65,65.7373,14386058.2,fixed
2020-09-17,688577.SH,BUY,1000,28.2386,28238.61,56.4772,14390688.24,fixed
2020-09-17,600289.SH,BUY,7000,4.2843,29989.96,59.9799,14388936.88,fixed
2020-09-17,300226.SZ,BUY,700,39.9544,27968.11,55.9362,14390958.73,fixed
2020-09-17,300860.SZ,BUY,500,53.4443,26722.14,53.4443,14392204.7,fixed
2020-09-17,300355.SZ,BUY,6300,4.6682,29409.7,58.8194,14389517.15,fixed
2020-09-17,600568.SH,BUY,18700,1.5816,29575.55,59.1511,14389351.3,fixed
2020-09-17,300571.SZ,BUY,600,42.7061,25623.69,51.2474,14393303.15,fixed
2020-09-17,002999.SZ,BUY,3300,8.7599,28907.53,57.8151,14390019.31,fixed
2020-09-17,002401.SZ,BUY,2600,11.4451,29757.16,59.5143,14389169.69,fixed
2020-09-17,601857.SH,BUY,9300,3.235,30085.23,60.1705,14388841.61,fixed
2020-09-17,300889.SZ,BUY,600,41.0053,24603.17,49.2063,14394323.68,fixed
2020-09-17,000670.SZ,BUY,13300,2.25,29925.0,59.85,14389001.84,fixed
2020-09-17,600589.SH,BUY,8700,3.4155,29714.83,59.4297,14389212.01,fixed
2020-09-17,600518.SH,BUY,7300,3.8869,28374.37,56.7487,14390552.47,fixed
2020-09-17,002236.SZ,BUY,1500,18.818,28226.96,56.4539,14390699.89,fixed
2020-09-17,000987.SZ,BUY,3600,8.1502,29340.82,58.6816,14389586.02,fixed
2020-09-17,002437.SZ,BUY,8900,3.3634,29933.9,59.8678,14388992.94,fixed
2020-09-17,603598.SH,BUY,2400,12.3223,29573.55,59.1471,14389353.3,fixed
2020-09-17,603887.SH,BUY,1500,20.1678,30251.73,60.5035,14388675.11,fixed
2020-09-17,002217.SZ,BUY,13800,2.1565,29760.21,59.5204,14389166.63,fixed
2020-09-17,002987.SZ,BUY,3000,9.7113,29133.83,58.2677,14389793.02,fixed
2020-09-17,600816.SH,BUY,15000,1.992,29879.85,59.7597,14389046.99,fixed
2020-10-23,000670.SZ,SELL,-13300,2.25,29925.0,59.85,14620925.02,fixed
2020-10-23,000987.SZ,SELL,-3600,8.2773,29340.82,59.5967,14620340.84,fixed
2020-10-23,002236.SZ,SELL,-1500,18.0242,28226.96,54.0727,14619226.98,fixed
2020-10-23,002437.SZ,SELL,-8900,3.1768,29933.9,56.5474,14620933.92,fixed
2020-10-23,002987.SZ,SELL,-3000,10.8624,29133.83,65.1741,14620133.85,fixed
2020-10-23,003000.SZ,SELL,-3800,15.4082,32662.73,117.1023,14623662.75,fixed
2020-10-23,300226.SZ,SELL,-1900,38.2022,85763.59,145.1683,14676763.6,fixed
2020-10-23,300355.SZ,SELL,-6300,4.4352,29409.7,55.8832,14620409.71,fixed
2020-10-23,300571.SZ,SELL,-1200,42.7301,53230.38,102.5523,14644230.4,fixed
2020-10-23,300860.SZ,SELL,-500,54.2446,26722.14,54.2446,14617722.16,fixed
2020-10-23,300886.SZ,SELL,-400,52.5209,24922.53,42.0167,14615922.55,fixed
2020-10-23,300889.SZ,SELL,-600,32.1173,24603.17,38.5407,14615603.19,fixed
2020-10-23,600589.SH,SELL,-16000,3.1081,59391.63,99.4605,14650391.64,fixed
2020-10-23,600816.SH,SELL,-15000,1.9081,29879.85,57.2427,14620879.87,fixed
2020-10-23,601857.SH,SELL,-9300,3.1776,30085.23,59.1043,14621085.25,fixed
2020-10-23,603598.SH,SELL,-2400,13.7762,29573.55,66.1258,14620573.56,fixed
2020-10-23,603887.SH,SELL,-1500,20.2101,30251.73,60.6303,14621251.75,fixed
2020-10-23,605009.SH,SELL,-600,85.3245,32989.41,102.3894,14623989.43,fixed
2020-10-23,605358.SH,SELL,-4800,35.8201,32868.65,343.8732,14623868.66,fixed
2020-10-23,605369.SH,SELL,-1900,21.6492,32002.69,82.2668,14623002.71,fixed
2020-10-23,688577.SH,SELL,-1000,24.8276,28238.61,49.6553,14619238.62,fixed
2020-10-23,003015.SZ,BUY,3100,10.5517,32710.35,65.4207,14558289.67,fixed
2020-10-23,605111.SH,BUY,1300,25.2243,32791.65,65.5833,14558208.37,fixed
2020-10-23,003009.SZ,BUY,400,70.1704,28068.18,56.1364,14562931.84,fixed
2020-10-23,605058.SH,BUY,1100,29.4782,32425.97,64.8519,14558574.04,fixed
2020-10-23,600518.SH,BUY,9400,3.333,31329.92,62.6598,14559670.1,fixed
2020-10-23,300887.SZ,BUY,2000,14.5889,29177.73,58.3555,14561822.29,fixed
2020-10-23,605338.SH,BUY,800,38.3017,30641.4,61.2828,14560358.62,fixed
2020-10-23,605108.SH,BUY,1700,17.4621,29685.55,59.3711,14561314.47,fixed
2020-10-23,600685.SH,BUY,1100,26.6918,29361.02,58.722,14561639.0,fixed
2020-10-23,600289.SH,BUY,7100,4.2142,29920.89,59.8418,14561079.13,fixed
2020-10-23,003013.SZ,BUY,1700,18.4223,31317.96,62.6359,14559682.05,fixed
2020-10-23,688550.SH,BUY,800,37.508,30006.41,60.0128,14560993.61,fixed
2020-10-23,600009.SH,BUY,400,66.2288,26491.52,52.983,14564508.5,fixed
2020-10-23,605123.SH,BUY,400,74.3391,29735.65,59.4713,14561264.36,fixed
2020-10-23,000615.SZ,BUY,8900,3.378,30064.55,60.1291,14560935.47,fixed
2020-10-23,002681.SZ,BUY,5400,5.4554,29459.43,58.9189,14561540.59,fixed
2020-10-23,688095.SH,BUY,200,135.3314,27066.28,54.1326,14563933.74,fixed
2020-10-23,600568.SH,BUY,17400,1.7117,29783.75,59.5675,14561216.26,fixed
2020-10-23,002401.SZ,BUY,2500,11.7081,29270.19,58.5404,14561729.83,fixed
2020-10-23,605136.SH,BUY,600,53.7502,32250.14,64.5003,14558749.88,fixed
2020-10-23,002607.SZ,BUY,700,38.5285,26969.94,53.9399,14564030.07,fixed
2020-10-23,300738.SZ,BUY,2600,11.2997,29379.18,58.7584,14561620.84,fixed
2020-10-23,002217.SZ,BUY,14400,2.0686,29787.85,59.5757,14561212.17,fixed
2020-10-23,600703.SH,BUY,1300,22.7572,29584.37,59.1687,14561415.64,fixed
2020-10-23,002164.SZ,BUY,5100,5.7658,29405.38,58.8108,14561594.64,fixed
2020-10-23,600410.SH,BUY,2400,12.1472,29153.37,58.3067,14561846.65,fixed
2020-10-23,300346.SZ,BUY,1200,23.4946,28193.5,56.387,14562806.52,fixed
2020-10-23,002999.SZ,BUY,3700,8.0519,29792.12,59.5842,14561207.9,fixed
2020-10-23,600271.SH,BUY,1900,15.2376,28951.51,57.903,14562048.5,fixed
2020-10-23,000977.SZ,BUY,900,30.9815,27883.38,55.7668,14563116.64,fixed
2020-11-20,002401.SZ,SELL,-7400,10.8415,87752.37,160.4548,14693069.16,fixed
2020-11-20,002681.SZ,SELL,-5400,4.7652,29459.43,51.4645,14634776.22,fixed
2020-11-20,002999.SZ,SELL,-7000,8.2405,58699.65,115.3674,14664016.44,fixed
2020-11-20,003009.SZ,SELL,-400,70.5661,28068.18,56.4529,14633384.97,fixed
2020-11-20,003013.SZ,SELL,-1700,18.5856,31317.96,63.1911,14636634.75,fixed
2020-11-20,003015.SZ,SELL,-3100,15.5126,32710.35,96.1778,14638027.13,fixed
2020-11-20,300346.SZ,SELL,-1200,21.3395,28193.5,51.2148,14633510.29,fixed
2020-11-20,300738.SZ,SELL,-2600,10.6605,29379.18,55.4346,14634695.97,fixed
2020-11-20,600009.SH,SELL,-400,77.6709,26491.52,62.1367,14631808.31,fixed
2020-11-20,600568.SH,SELL,-36100,1.6184,59359.3,116.847,14664676.09,fixed
2020-11-20,600703.SH,SELL,-1300,26.4856,29584.37,68.8625,14634901.16,fixed
2020-11-20,605058.SH,SELL,-1100,25.9356,32425.97,57.0583,14637742.76,fixed
2020-11-20,605108.SH,SELL,-1700,17.8542,29685.55,60.7044,14635002.34,fixed
2020-11-20,605111.SH,SELL,-1300,40.8022,32791.65,106.0858,14638108.44,fixed
2020-11-20,605123.SH,SELL,-400,70.0474,29735.65,56.0379,14635052.44,fixed
2020-11-20,605136.SH,SELL,-600,37.1057,32250.14,44.5269,14637566.93,fixed
2020-11-20,605338.SH,SELL,-800,46.8805,30641.4,75.0088,14635958.19,fixed
2020-11-20,688095.SH,SELL,-200,151.9387,27066.28,60.7755,14632383.07,fixed
2020-11-20,688550.SH,SELL,-800,38.1226,30006.41,60.9962,14635323.2,fixed
2020-11-20,003019.SZ,BUY,1000,30.776,30775.97,61.5519,14574540.81,fixed
2020-11-20,300887.SZ,BUY,1800,15.8156,28468.02,56.936,14576848.76,fixed
2020-11-20,002893.SZ,BUY,3300,9.0713,29935.34,59.8707,14575381.45,fixed
2020-11-20,600518.SH,BUY,11000,2.716,29876.36,59.7527,14575440.43,fixed
2020-11-20,600685.SH,BUY,1100,26.5941,29253.47,58.5069,14576063.32,fixed
2020-11-20,002987.SZ,BUY,3100,9.6448,29898.95,59.7979,14575417.84,fixed
2020-11-20,002607.SZ,BUY,700,39.019,27313.29,54.6266,14578003.5,fixed
2020-11-20,300226.SZ,BUY,800,35.9561,28764.85,57.5297,14576551.94,fixed
2020-11-20,000615.SZ,BUY,6900,4.1212,28436.33,56.8727,14576880.45,fixed
2020-11-20,600289.SH,BUY,9000,3.2733,29459.43,58.9189,14575857.36,fixed
2020-11-20,300209.SZ,BUY,5200,5.6939,29608.08,59.2162,14575708.71,fixed
2020-11-20,600028.SH,BUY,10000,2.9952,29951.65,59.9033,14575365.14,fixed
2020-11-20,605218.SH,BUY,1800,16.2235,29202.24,58.4045,14576114.54,fixed
2020-11-20,601816.SH,BUY,5500,5.4134,29773.89,59.5478,14575542.9,fixed
2020-11-20,300528.SZ,BUY,4300,6.9569,29914.88,59.8298,14575401.9,fixed
2020-11-20,605007.SH,BUY,1100,25.5637,28120.09,56.2402,14577196.7,fixed
2020-11-20,300638.SZ,BUY,1600,17.8704,28592.57,57.1851,14576724.22,fixed
2020-11-20,603598.SH,BUY,2300,12.8128,29469.44,58.9389,14575847.35,fixed
2020-11-20,300909.SZ,BUY,500,54.6237,27311.87,54.6237,14578004.92,fixed
2020-11-20,603773.SH,BUY,2200,13.3327,29331.92,58.6638,14575984.87,fixed
2020-11-20,002217.SZ,BUY,15800,1.8927,29905.1,59.8102,14575411.69,fixed
2020-11-20,300050.SZ,BUY,4800,6.2763,30126.1,60.2522,14575190.69,fixed
2020-11-20,000987.SZ,BUY,3800,7.7576,29478.73,58.9575,14575838.06,fixed
2020-11-20,600410.SH,BUY,3000,9.9631,29889.39,59.7788,14575427.4,fixed
2020-11-20,000679.SZ,BUY,9000,3.3033,29729.7,59.4594,14575587.09,fixed
2020-11-20,600271.SH,BUY,2200,13.3605,29393.03,58.7861,14575923.76,fixed
2020-11-20,000727.SZ,BUY,11900,2.52,29988.0,59.976,14575328.79,fixed
2020-11-20,300256.SZ,BUY,4000,7.3774,29509.48,59.019,14575807.31,fixed
2020-11-20,002164.SZ,BUY,5100,5.7758,29456.43,58.9129,14575860.36,fixed
2020-11-20,000977.SZ,BUY,1000,28.3285,28328.5,56.657,14576988.29,fixed
2020-12-18,000615.SZ,SELL,-15800,4.9558,58500.88,156.6032,14596118.17,fixed
2020-12-18,000679.SZ,SELL,-9000,2.82,29729.7,50.76,14567346.99,fixed
2020-12-18,000727.SZ,SELL,-11900,2.4975,29988.0,59.4405,14567605.29,fixed
2020-12-18,000977.SZ,SELL,-1900,26.9873,56211.88,102.5516,14593829.17,fixed
2020-12-18,000987.SZ,SELL,-3800,6.7289,29478.73,51.1397,14567096.02,fixed
2020-12-18,002164.SZ,SELL,-10200,5.6244,58861.8,114.7372,14596479.1,fixed
2020-12-18,002217.SZ,SELL,-44000,1.7761,89453.16,156.2977,14627070.45,fixed
2020-12-18,002893.SZ,SELL,-3300,8.4861,29935.34,56.0085,14567552.63,fixed
2020-12-18,300050.SZ,SELL,-4800,6.1738,30126.1,59.2687,14567743.39,fixed
2020-12-18,300209.SZ,SELL,-5200,4.9512,29608.08,51.4921,14567225.37,fixed
2020-12-18,300226.SZ,SELL,-800,38.9357,28764.85,62.2971,14566382.14,fixed
2020-12-18,300256.SZ,SELL,-4000,6.6833,29509.48,53.4665,14567126.77,fixed
2020-12-18,300528.SZ,SELL,-4300,6.5734,29914.88,56.5314,14567532.18,fixed
2020-12-18,300638.SZ,SELL,-1600,17.7881,28592.57,56.9221,14566209.86,fixed
2020-12-18,300909.SZ,SELL,-500,40.7661,27311.87,40.7661,14564929.16,fixed
2020-12-18,600028.SH,SELL,-10000,2.9747,29951.65,59.4934,14567568.94,fixed
2020-12-18,600271.SH,SELL,-4100,11.9694,58344.54,98.1487,14595961.84,fixed
2020-12-18,600289.SH,SELL,-23100,4.15,89370.28,191.73,14626987.57,fixed
2020-12-18,600410.SH,SELL,-5400,9.2166,59042.76,99.5397,14596660.05,fixed
2020-12-18,600518.SH,SELL,-27700,2.4949,89580.66,138.2165,14627197.95,fixed
2020-12-18,601816.SH,SELL,-5500,5.356,29773.89,58.9156,14567391.18,fixed
2020-12-18,603598.SH,SELL,-2300,11.6284,29469.44,53.4905,14567086.73,fixed
2020-12-18,603773.SH,SELL,-2200,12.9102,29331.92,56.8049,14566949.22,fixed
2020-12-18,605007.SH,SELL,-1100,28.7938,28120.09,63.3464,14565737.38,fixed
2020-12-18,605218.SH,SELL,-1800,14.9166,29202.24,53.6999,14566819.54,fixed
2020-12-18,003020.SZ,BUY,1600,20.0487,32077.92,64.1558,14505539.37,fixed
