date,stock_code,action,shares,price,value,commission,portfolio_value_before,position_mode
2025-07-07,300242.SZ,BUY,6500,4.5746,29734.71,59.4694,15705185.57,fixed
2025-07-07,600503.SH,BUY,11500,2.5525,29354.32,58.7086,15705565.95,fixed
2025-07-07,002816.SZ,BUY,1500,18.5986,27897.87,55.7957,15707022.41,fixed
2025-07-07,688660.SH,BUY,3500,8.3684,29289.26,58.5785,15705631.02,fixed
2025-07-07,600593.SH,BUY,900,30.1001,27090.06,54.1801,15707830.21,fixed
2025-07-07,002177.SZ,BUY,4200,6.8969,28966.94,57.9339,15705953.34,fixed
2025-07-07,603955.SH,BUY,900,31.071,27963.94,55.9279,15706956.34,fixed
2025-07-07,600322.SH,BUY,10300,2.8929,29796.77,59.5935,15705123.51,fixed
2025-07-07,603685.SH,BUY,2200,13.4134,29509.48,59.019,15705410.8,fixed
2025-07-07,000620.SZ,BUY,18700,1.6016,29949.92,59.8998,15704970.36,fixed
2025-07-07,300368.SZ,BUY,2500,11.5015,28753.72,57.5074,15706166.55,fixed
2025-08-04,000620.SZ,SELL,-18700,1.6084,29949.92,60.1538,15826350.34,fixed
2025-08-04,002177.SZ,SELL,-4200,6.2937,28966.94,52.8671,15825367.36,fixed
2025-08-04,002193.SZ,SELL,-15500,6.2837,89757.67,194.795,15886158.09,fixed
2025-08-04,002205.SZ,SELL,-2600,13.007,29825.8,67.6363,15826226.21,fixed
2025-08-04,002451.SZ,SELL,-13000,7.1329,88681.49,185.4544,15885081.91,fixed
2025-08-04,002693.SZ,SELL,-11500,9.1508,87374.75,210.4693,15883775.17,fixed
2025-08-04,002816.SZ,SELL,-1500,17.2228,27897.87,51.6683,15824298.29,fixed
2025-08-04,002848.SZ,SELL,-4100,7.5125,29836.81,61.6023,15826237.23,fixed
2025-08-04,300093.SZ,SELL,-2600,12.0884,29498.61,62.8595,15825899.03,fixed
2025-08-04,300147.SZ,SELL,-7100,7.972,58812.75,113.2027,15855213.17,fixed
2025-08-04,300205.SZ,SELL,-6700,5.2947,29576.55,70.949,15825976.96,fixed
2025-08-04,300231.SZ,SELL,-2500,12.2278,29279.25,61.1388,15825679.67,fixed
2025-08-04,300237.SZ,SELL,-14000,2.008,29429.4,56.2237,15825829.82,fixed
2025-08-04,300242.SZ,SELL,-13100,4.6753,59464.41,122.4934,15855864.82,fixed
2025-08-04,300266.SZ,SELL,-10400,2.7672,29669.64,57.5584,15826070.06,fixed
2025-08-04,300368.SZ,SELL,-2500,10.5594,28753.72,52.7971,15825154.14,fixed
2025-08-04,300561.SZ,SELL,-4400,11.97,54922.87,105.336,15851323.29,fixed
2025-08-04,300621.SZ,SELL,-6800,9.3606,60001.94,127.3046,15856402.36,fixed
2025-08-04,600246.SH,SELL,-4700,7.1728,29780.75,67.4245,15826181.17,fixed
2025-08-04,600322.SH,SELL,-10300,2.8771,29796.77,59.2687,15826197.19,fixed
2025-08-04,600503.SH,SELL,-11500,2.5774,29354.32,59.2807,15825754.74,fixed
2025-08-04,600593.SH,SELL,-900,30.51,27090.06,54.918,15823490.48,fixed
2025-08-04,603685.SH,SELL,-2200,15.5045,29509.48,68.2197,15825909.9,fixed
2025-08-04,603955.SH,SELL,-900,33.7762,27963.94,60.7971,15824364.36,fixed
2025-08-04,605122.SH,SELL,-2500,13.8961,29329.3,69.4804,15825729.72,fixed
2025-08-04,688660.SH,SELL,-3500,14.4955,29289.26,101.4684,15825689.68,fixed
2025-08-04,300472.SZ,BUY,6400,4.6847,29981.95,59.9639,15766418.47,fixed
2025-08-04,600238.SH,BUY,4000,7.5075,30030.0,60.06,15766370.42,fixed
2025-08-04,600696.SH,BUY,5200,6.026,31335.3,62.6706,15765065.11,fixed
2025-08-04,300716.SZ,BUY,4100,7.2572,29754.72,59.5094,15766645.69,fixed
2025-08-04,002742.SZ,BUY,9200,3.2588,29981.36,59.9627,15766419.06,fixed
2025-08-04,300338.SZ,BUY,7500,3.9139,29354.33,58.7087,15767046.09,fixed
2025-08-04,002186.SZ,BUY,2700,10.9409,29540.51,59.081,15766859.91,fixed
2025-08-04,000626.SZ,BUY,4200,7.0671,29681.65,59.3633,15766718.77,fixed
2025-08-04,002211.SZ,BUY,10500,2.8328,29744.71,59.4894,15766655.7,fixed
2025-08-04,600884.SH,BUY,2800,10.6707,29877.85,59.7557,15766522.57,fixed
2025-08-04,300686.SZ,BUY,2800,10.3604,29008.98,58.018,15767391.44,fixed
2025-08-04,300369.SZ,BUY,3600,8.0681,29045.02,58.09,15767355.4,fixed
2025-08-04,300159.SZ,BUY,21500,1.3778,29623.5,59.247,15766776.92,fixed
2025-08-04,000759.SZ,BUY,4000,7.3874,29549.52,59.099,15766850.9,fixed
2025-08-04,000631.SZ,BUY,9900,3.03,29997.0,59.994,15766403.42,fixed
2025-08-04,002207.SZ,BUY,4100,6.9369,28441.41,56.8828,15767959.01,fixed
2025-08-04,688685.SH,BUY,500,54.054,27027.0,54.054,15769373.42,fixed
2025-08-04,002581.SZ,BUY,4100,7.1772,29426.4,58.8528,15766974.02,fixed
2025-08-04,300264.SZ,BUY,4300,6.86,29498.0,58.996,15766902.42,fixed
2025-08-04,002421.SZ,BUY,8900,3.3333,29666.64,59.3333,15766733.78,fixed
2025-08-04,300063.SZ,BUY,3300,9.1591,30225.19,60.4504,15766175.23,fixed
2025-08-04,600234.SH,BUY,3300,9.019,29762.73,59.5255,15766637.69,fixed
2025-08-04,300465.SZ,BUY,1900,15.1151,28718.69,57.4374,15767681.73,fixed
2025-08-04,002929.SZ,BUY,600,43.8438,26306.28,52.6126,15770094.14,fixed
2025-08-04,603580.SH,BUY,2000,14.5353,29070.68,58.1414,15767329.74,fixed
2025-08-04,300517.SZ,BUY,2400,12.1922,29261.23,58.5225,15767139.19,fixed
2025-08-04,300391.SZ,BUY,6900,4.2943,29630.6,59.2612,15766769.82,fixed
2025-08-04,600165.SH,BUY,16900,1.7541,29643.94,59.2879,15766756.48,fixed
2025-08-04,300299.SZ,BUY,4100,7.0871,29057.03,58.1141,15767343.39,fixed
2025-08-04,002717.SZ,BUY,17600,1.6917,29773.75,59.5475,15766626.67,fixed
2025-09-01,000631.SZ,SELL,-9900,3.0669,29997.0,60.7252,15932281.22,fixed
2025-09-01,000759.SZ,SELL,-4000,7.7722,29549.52,62.1778,15931833.74,fixed
2025-09-01,002186.SZ,SELL,-2700,13.7462,29540.51,74.2297,15931824.73,fixed
2025-09-01,002211.SZ,SELL,-10500,3.3167,29744.71,69.6503,15932028.94,fixed
2025-09-01,002421.SZ,SELL,-8900,3.7762,29666.64,67.2167,15931950.86,fixed
2025-09-01,002581.SZ,SELL,-4100,7.3327,29426.4,60.1278,15931710.62,fixed
2025-09-01,002717.SZ,SELL,-17600,1.6983,29773.75,59.7802,15932057.97,fixed
2025-09-01,300063.SZ,SELL,-3300,9.4405,30225.19,62.3076,15932509.41,fixed
2025-09-01,300159.SZ,SELL,-42000,1.5339,59453.9,128.8495,15961738.12,fixed
2025-09-01,300299.SZ,SELL,-4100,6.953,29057.03,57.0149,15931341.25,fixed
2025-09-01,300338.SZ,SELL,-7500,4.1059,29354.33,61.5884,15931638.55,fixed
2025-09-01,300465.SZ,SELL,-1900,25.994,28718.69,98.7771,15931002.91,fixed
2025-09-01,300517.SZ,SELL,-2400,11.1988,29261.23,53.7542,15931545.45,fixed
2025-09-01,300686.SZ,SELL,-2800,12.4375,29008.98,69.6503,15931293.2,fixed
2025-09-01,300716.SZ,SELL,-12300,9.78,88789.7,240.588,15991073.92,fixed
2025-09-01,600238.SH,SELL,-4000,6.6733,30030.0,53.3866,15932314.22,fixed
2025-09-01,688685.SH,SELL,-500,60.21,27027.0,60.21,15929311.22,fixed
2025-09-01,300472.SZ,BUY,4900,6.1261,30017.99,60.036,15872266.23,fixed
2025-09-01,002742.SZ,BUY,10500,2.8483,29907.47,59.8149,15872376.75,fixed
2025-09-01,300344.SZ,BUY,5400,5.5355,29891.86,59.7837,15872392.36,fixed
2025-09-01,600884.SH,BUY,2500,11.8118,29529.5,59.059,15872754.72,fixed
2025-09-01,600696.SH,BUY,4400,6.6867,29421.39,58.8428,15872862.83,fixed
2025-09-01,300369.SZ,BUY,3500,8.3684,29289.26,58.5785,15872994.96,fixed
2025-09-01,603278.SH,BUY,2900,10.2803,29812.78,59.6256,15872471.44,fixed
2025-09-01,000626.SZ,BUY,4300,6.8669,29527.5,59.055,15872756.72,fixed
2025-09-01,300391.SZ,BUY,7000,4.24,29680.0,59.36,15872604.22,fixed
2025-09-01,300621.SZ,BUY,3300,8.989,29663.63,59.3273,15872620.59,fixed
2025-09-01,300044.SZ,BUY,6900,4.3644,30114.08,60.2282,15872170.14,fixed
2025-09-01,300269.SZ,BUY,5700,5.2653,30011.98,60.024,15872272.24,fixed
2025-09-01,600481.SH,BUY,5000,5.9559,29779.75,59.5595,15872504.47,fixed
2025-09-01,002212.SZ,BUY,2500,12.042,30105.07,60.2101,15872179.15,fixed
2025-09-01,603398.SH,BUY,4800,6.3063,30270.24,60.5405,15872013.98,fixed
2025-09-01,002207.SZ,BUY,4000,7.3874,29549.52,59.099,15872734.7,fixed
2025-09-01,603580.SH,BUY,2000,14.8949,29789.76,59.5795,15872494.46,fixed
2025-09-01,600165.SH,BUY,17500,1.6778,29361.76,58.7235,15872922.46,fixed
2025-09-01,002269.SZ,BUY,15000,1.982,29729.7,59.4594,15872554.52,fixed
2025-09-01,300464.SZ,BUY,5200,5.6757,29513.48,59.027,15872770.74,fixed
2025-09-01,002512.SZ,BUY,7400,4.034,29851.82,59.7036,15872432.4,fixed
2025-09-01,000014.SZ,BUY,2100,14.2142,29849.82,59.6996,15872434.4,fixed
2025-09-01,300264.SZ,BUY,4700,6.3063,29639.61,59.2792,15872644.61,fixed
2025-09-01,600234.SH,BUY,3400,8.6586,29439.41,58.8788,15872844.81,fixed
2025-09-01,000547.SZ,BUY,3400,8.7688,29813.78,59.6276,15872470.44,fixed
2025-09-01,600684.SH,BUY,6000,4.995,29969.94,59.9399,15872314.28,fixed
2025-09-01,002929.SZ,BUY,500,56.036,28017.99,56.036,15874266.23,fixed
2025-09-01,300311.SZ,BUY,5700,5.2352,29840.81,59.6816,15872443.41,fixed
2025-09-01,002775.SZ,BUY,6700,4.4244,29643.61,59.2872,15872640.61,fixed
2025-09-01,002816.SZ,BUY,1800,16.9069,30432.4,60.8648,15871851.82,fixed
2025-09-29,000014.SZ,SELL,-2100,18.941,29849.82,79.5524,15910135.69,fixed
2025-09-29,000626.SZ,SELL,-12900,6.4535,89159.07,166.5013,15969444.94,fixed
2025-09-29,002207.SZ,SELL,-8100,7.89,57990.93,127.818,15938276.8,fixed
2025-09-29,002212.SZ,SELL,-2500,9.7003,30105.07,48.5015,15910390.94,fixed
2025-09-29,002269.SZ,SELL,-15000,2.3576,29729.7,70.7292,15910015.57,fixed
2025-09-29,002775.SZ,SELL,-6700,4.2258,29643.61,56.6253,15909929.48,fixed
2025-09-29,002816.SZ,SELL,-1800,18.21,30432.4,65.556,15910718.27,fixed
2025-09-29,002929.SZ,SELL,-1100,49.92,54324.27,109.8241,15934610.13,fixed
2025-09-29,300044.SZ,SELL,-6900,3.8761,30114.08,53.4905,15910399.95,fixed
2025-09-29,300264.SZ,SELL,-9000,6.034,59137.61,108.6113,15939423.48,fixed
2025-09-29,300269.SZ,SELL,-5700,4.975,30011.98,56.7152,15910297.85,fixed
2025-09-29,300311.SZ,SELL,-5700,4.7,29840.81,53.58,15910126.68,fixed
2025-09-29,300464.SZ,SELL,-5200,6.0839,29513.48,63.2727,15909799.35,fixed
2025-09-29,300472.SZ,SELL,-11300,5.8541,59999.94,132.3036,15940285.8,fixed
2025-09-29,300621.SZ,SELL,-3300,9.0509,29663.63,59.7362,15909949.5,fixed
2025-09-29,600234.SH,SELL,-6700,8.981,59202.14,120.3455,15939488.01,fixed
2025-09-29,600481.SH,SELL,-5000,5.974,29779.75,59.7402,15910065.61,fixed
2025-09-29,600684.SH,SELL,-6000,5.944,29969.94,71.3286,15910255.8,fixed
2025-09-29,600696.SH,SELL,-23500,5.994,149441.29,281.718,16029727.16,fixed
2025-09-29,600884.SH,SELL,-5300,14.8851,59407.35,157.7821,15939693.21,fixed
2025-09-29,603278.SH,SELL,-2900,10.7892,29812.78,62.5774,15910098.65,fixed
2025-09-29,603398.SH,SELL,-4800,9.0,30270.24,86.4,15910556.11,fixed
2025-09-29,603580.SH,SELL,-4000,14.6154,58860.44,116.923,15939146.3,fixed
2025-09-29,002193.SZ,BUY,5200,5.7157,29721.69,59.4434,15850564.17,fixed
2025-09-29,300344.SZ,BUY,6300,4.6747,29450.42,58.9008,15850835.44,fixed
2025-09-29,002106.SZ,BUY,2400,12.0921,29020.99,58.042,15851264.87,fixed
2025-09-29,002512.SZ,BUY,8000,3.7037,29629.6,59.2592,15850656.27,fixed
2025-09-29,002742.SZ,BUY,10200,2.9367,29954.84,59.9097,15850331.03,fixed
2025-09-29,002179.SZ,BUY,700,40.6907,28483.46,56.9669,15851802.41,fixed
2025-09-29,300925.SZ,BUY,1100,26.036,28639.61,57.2792,15851646.25,fixed
2025-09-29,603860.SH,BUY,900,30.5705,27513.49,55.027,15852772.38,fixed
2025-09-29,600476.SH,BUY,1700,16.9469,28809.78,57.6196,15851476.08,fixed
2025-09-29,000547.SZ,BUY,3900,7.5576,29474.45,58.9489,15850811.42,fixed
2025-09-29,688118.SH,BUY,1000,27.8278,27827.8,55.6556,15852458.07,fixed
2025-09-29,002175.SZ,BUY,6300,4.7147,29702.67,59.4053,15850583.19,fixed
2025-09-29,300300.SZ,BUY,6200,4.7748,29603.57,59.2071,15850682.29,fixed
2025-09-29,600753.SH,BUY,4200,7.1471,30017.99,60.036,15850267.88,fixed
2025-09-29,300369.SZ,BUY,4000,7.4174,29669.64,59.3393,15850616.23,fixed
2025-09-29,300391.SZ,BUY,7700,3.9039,30060.03,60.1201,15850225.83,fixed
2025-09-29,600941.SH,BUY,200,105.7056,21141.12,42.2822,15859144.75,fixed
2025-09-29,600528.SH,BUY,3600,8.1982,29513.48,59.027,15850772.38,fixed
2025-09-29,000709.SZ,BUY,12400,2.4024,29789.76,59.5795,15850496.1,fixed
2025-09-29,002607.SZ,BUY,10600,2.81,29786.0,59.572,15850499.87,fixed
2025-09-29,600165.SH,BUY,18300,1.6524,30238.8,60.4776,15850047.07,fixed
2025-09-29,002231.SZ,BUY,9200,3.24,29808.0,59.616,15850477.87,fixed
2025-09-29,300941.SZ,BUY,1200,24.214,29056.78,58.1136,15851229.09,fixed
2025-09-29,002208.SZ,BUY,3800,7.7577,29479.45,58.9589,15850806.42,fixed
2025-09-29,688611.SH,BUY,700,41.9719,29380.35,58.7607,15850905.51,fixed
2025-09-29,000800.SZ,BUY,4300,6.977,30000.97,60.0019,15850284.9,fixed
2025-09-29,301120.SZ,BUY,2200,13.5736,29861.83,59.7237,15850424.03,fixed
2025-09-29,002401.SZ,BUY,1700,17.4174,29609.58,59.2192,15850676.29,fixed
2025-09-29,603032.SH,BUY,1300,21.9519,28537.51,57.075,15851748.36,fixed
2025-09-29,603825.SH,BUY,3000,9.7397,29219.19,58.4384,15851066.68,fixed
2025-11-04,000547.SZ,SELL,-7300,8.5115,59288.23,124.2676,16028302.02,fixed
2025-11-04,000709.SZ,SELL,-12400,2.5175,29789.76,62.4335,15998803.55,fixed
2025-11-04,000800.SZ,SELL,-4300,7.2328,30000.97,62.2017,15999014.76,fixed
2025-11-04,002106.SZ,SELL,-2400,11.2387,29020.99,53.946,15998034.78,fixed
2025-11-04,002175.SZ,SELL,-6300,4.4855,29702.67,56.5174,15998716.46,fixed
2025-11-04,002179.SZ,SELL,-700,34.8651,28483.46,48.8111,15997497.25,fixed
2025-11-04,002193.SZ,SELL,-5200,5.7443,29721.69,59.7402,15998735.48,fixed
2025-11-04,002208.SZ,SELL,-3800,12.8372,29479.45,97.5623,15998493.24,fixed
2025-11-04,002231.SZ,SELL,-9200,3.5564,29808.0,65.4385,15998821.79,fixed
2025-11-04,002401.SZ,SELL,-1700,17.7722,29609.58,60.4255,15998623.37,fixed
2025-11-04,002512.SZ,SELL,-15400,4.5854,59481.42,141.2306,16028495.21,fixed
2025-11-04,002607.SZ,SELL,-10600,2.7173,29786.0,57.6063,15998799.79,fixed
2025-11-04,002742.SZ,SELL,-29900,3.0758,89843.67,183.9358,16058857.46,fixed
2025-11-04,300300.SZ,SELL,-6200,10.6693,29603.57,132.2996,15998617.36,fixed
2025-11-04,300344.SZ,SELL,-11700,5.0949,59342.28,119.2207,16028356.07,fixed
2025-11-04,300369.SZ,SELL,-11100,8.2617,88003.92,183.4104,16057017.7,fixed
2025-11-04,300391.SZ,SELL,-21600,3.42,89370.63,147.744,16058384.42,fixed
2025-11-04,300925.SZ,SELL,-1100,23.3466,28639.61,51.3626,15997653.4,fixed
2025-11-04,300941.SZ,SELL,-1200,25.005,29056.78,60.0119,15998070.57,fixed
2025-11-04,301120.SZ,SELL,-2200,20.6893,29861.83,91.0329,15998875.62,fixed
2025-11-04,600165.SH,SELL,-52700,1.6068,89244.5,169.3575,16058258.29,fixed
2025-11-04,600476.SH,SELL,-1700,17.4625,28809.78,59.3726,15997823.57,fixed
2025-11-04,600528.SH,SELL,-3600,8.4016,29513.48,60.4914,15998527.27,fixed
2025-11-04,600753.SH,SELL,-4200,7.6324,30017.99,64.1118,15999031.78,fixed
2025-11-04,600941.SH,SELL,-200,106.5234,21141.12,42.6093,15990154.91,fixed
2025-11-04,603032.SH,SELL,-1300,22.1978,28537.51,57.7142,15997551.3,fixed
2025-11-04,603825.SH,SELL,-3000,9.7502,29219.19,58.5014,15998232.98,fixed
2025-11-04,603860.SH,SELL,-900,31.8381,27513.49,57.3086,15996527.28,fixed
2025-11-04,688118.SH,SELL,-1000,27.8421,27827.8,55.6843,15996841.59,fixed
2025-11-04,688611.SH,SELL,-700,44.0559,29380.35,61.6783,15998394.14,fixed
2025-11-04,300911.SZ,BUY,700,40.05,28035.01,56.07,15940978.78,fixed
2025-11-04,601216.SH,BUY,5700,5.2352,29840.81,59.6816,15939172.98,fixed
2025-11-04,002120.SZ,BUY,4000,7.3774,29509.48,59.019,15939504.31,fixed
2025-11-04,603098.SH,BUY,2000,14.9649,29929.9,59.8598,15939083.89,fixed
2025-11-04,600153.SH,BUY,3000,9.93,29789.91,59.5798,15939223.87,fixed
2025-11-04,600126.SH,BUY,3200,9.1191,29181.15,58.3623,15939832.64,fixed
2025-11-04,603370.SH,BUY,500,50.2502,25125.1,50.2502,15943888.69,fixed
2025-11-04,600117.SH,BUY,9400,3.1732,29827.8,59.6556,15939185.99,fixed
2025-11-04,603158.SH,BUY,2800,10.4404,29233.2,58.4664,15939780.58,fixed
2025-11-04,600157.SH,BUY,18500,1.6216,29999.97,59.9999,15939013.82,fixed
2025-11-04,603607.SH,BUY,1200,23.53,28236.0,56.472,15940777.79,fixed
2025-11-04,001202.SZ,BUY,1800,16.5966,29873.84,59.7477,15939139.95,fixed
2025-11-04,600725.SH,BUY,8000,3.7337,29869.84,59.7397,15939143.95,fixed
2025-11-04,002641.SZ,BUY,6900,4.2943,29630.6,59.2612,15939383.19,fixed
2025-11-04,603798.SH,BUY,1900,15.3253,29118.09,58.2362,15939895.7,fixed
2025-11-04,603177.SH,BUY,2500,12.07,30175.0,60.35,15938838.79,fixed
2025-11-04,600930.SH,BUY,4700,6.3742,29958.77,59.9175,15939055.02,fixed
2025-11-04,603395.SH,BUY,800,33.9239,27139.11,54.2782,15941874.68,fixed
2025-11-04,002060.SZ,BUY,7800,3.8238,29825.8,59.6516,15939187.99,fixed
2025-11-04,300960.SZ,BUY,1100,26.066,28672.65,57.3453,15940341.14,fixed
2025-11-04,688291.SH,BUY,900,31.72,28548.0,57.096,15940465.79,fixed
2025-11-04,000002.SZ,BUY,4700,6.2863,29545.52,59.091,15939468.27,fixed
2025-11-04,600979.SH,BUY,6200,4.8348,29975.95,59.9519,15939037.84,fixed
2025-11-04,301022.SZ,BUY,800,34.4,27520.0,55.04,15941493.79,fixed
2025-11-04,300815.SZ,BUY,1200,23.6636,28396.37,56.7927,15940617.42,fixed
2025-11-04,301177.SZ,BUY,900,31.6116,28450.42,56.9008,15940563.37,fixed
2025-11-04,300649.SZ,BUY,1800,16.7167,30090.06,60.1801,15938923.73,fixed
2025-11-04,601778.SH,BUY,8100,3.6637,29675.65,59.3513,15939338.14,fixed
2025-11-04,000656.SZ,BUY,21700,1.3814,29975.95,59.9519,15939037.84,fixed
2025-11-04,002123.SZ,BUY,2400,12.52,30048.0,60.096,15938965.79,fixed
2025-12-02,000002.SZ,SELL,-4700,5.2348,29545.52,49.2067,15966955.28,fixed
2025-12-02,000656.SZ,SELL,-21700,1.4785,29975.95,64.1678,15967385.71,fixed
2025-12-02,001202.SZ,SELL,-1800,16.1638,29873.84,58.1898,15967283.6,fixed
2025-12-02,002060.SZ,SELL,-7800,3.8262,29825.8,59.6883,15967235.56,fixed
2025-12-02,002120.SZ,SELL,-4000,6.9231,29509.48,55.3846,15966919.24,fixed
2025-12-02,002123.SZ,SELL,-2400,11.8881,30048.0,57.0629,15967457.76,fixed
2025-12-02,002641.SZ,SELL,-6900,4.2557,29630.6,58.7292,15967040.36,fixed
2025-12-02,300649.SZ,SELL,-1800,15.7842,30090.06,56.8231,15967499.82,fixed
2025-12-02,300815.SZ,SELL,-1200,23.1768,28396.37,55.6243,15965806.13,fixed
2025-12-02,300911.SZ,SELL,-700,35.7642,28035.01,50.0699,15965444.77,fixed
2025-12-02,300960.SZ,SELL,-1100,24.8951,28672.65,54.7692,15966082.41,fixed
2025-12-02,301022.SZ,SELL,-800,32.2677,27520.0,51.6283,15964929.76,fixed
2025-12-02,301177.SZ,SELL,-900,30.4295,28450.42,54.7732,15965860.18,fixed
2025-12-02,600117.SH,SELL,-9400,2.8971,29827.8,54.4655,15967237.56,fixed
2025-12-02,600126.SH,SELL,-3200,8.991,29181.15,57.5424,15966590.91,fixed
2025-12-02,600153.SH,SELL,-3000,9.4992,29789.91,56.9955,15967199.68,fixed
2025-12-02,600157.SH,SELL,-18500,1.6783,29999.97,62.0978,15967409.73,fixed
2025-12-02,600725.SH,SELL,-8000,3.7462,29869.84,59.94,15967279.6,fixed
2025-12-02,600930.SH,SELL,-4700,6.441,29958.77,60.5453,15967368.53,fixed
2025-12-02,600979.SH,SELL,-6200,4.6953,29975.95,58.2217,15967385.71,fixed
2025-12-02,601216.SH,SELL,-5700,4.9051,29840.81,55.918,15967250.57,fixed
2025-12-02,601778.SH,SELL,-8100,3.3666,29675.65,54.5394,15967085.41,fixed
2025-12-02,603098.SH,SELL,-2000,12.947,29929.9,51.7882,15967339.66,fixed
2025-12-02,603158.SH,SELL,-2800,10.0999,29233.2,56.5594,15966642.97,fixed
2025-12-02,603177.SH,SELL,-2500,12.3077,30175.0,61.5384,15967584.76,fixed
2025-12-02,603370.SH,SELL,-500,46.3336,25125.1,46.3336,15962534.86,fixed
2025-12-02,603395.SH,SELL,-800,32.1978,27139.11,51.5164,15964548.87,fixed
2025-12-02,603607.SH,SELL,-1200,25.0849,28236.0,60.2037,15965645.76,fixed
2025-12-02,603798.SH,SELL,-1900,15.2148,29118.09,57.8161,15966527.85,fixed
2025-12-02,688291.SH,SELL,-900,35.6044,28548.0,64.0878,15965957.76,fixed
2025-12-02,002198.SZ,BUY,4000,7.4074,29629.6,59.2592,15907780.16,fixed
2025-12-02,002356.SZ,BUY,6500,4.5746,29734.71,59.4694,15907675.05,fixed
2025-12-02,300786.SZ,BUY,1700,16.6166,28248.22,56.4964,15909161.54,fixed
2025-12-02,300389.SZ,BUY,1800,16.23,29214.0,58.428,15908195.76,fixed
2025-12-02,688248.SH,BUY,600,44.3665,26619.9,53.2398,15910789.86,fixed
2025-12-02,603285.SH,BUY,1100,25.18,27698.0,55.396,15909711.76,fixed
2025-12-02,601026.SH,BUY,1400,20.4244,28594.15,57.1883,15908815.61,fixed
2025-12-02,603839.SH,BUY,3500,8.3283,29149.12,58.2982,15908260.64,fixed
2025-12-02,600612.SH,BUY,600,45.04,27024.0,54.048,15910385.76,fixed
2025-12-02,600689.SH,BUY,1900,15.1952,28870.84,57.7417,15908538.92,fixed
2025-12-02,688728.SH,BUY,2000,14.6546,29309.28,58.6186,15908100.48,fixed
2025-12-02,600133.SH,BUY,3300,8.9089,29399.37,58.7987,15908010.39,fixed
2025-12-02,688108.SH,BUY,1500,19.02,28530.0,57.06,15908879.76,fixed
2025-12-02,300692.SZ,BUY,3600,8.2582,29729.7,59.4594,15907680.06,fixed
2025-12-02,301158.SZ,BUY,1300,21.7,28210.0,56.42,15909199.76,fixed
2025-12-02,002338.SZ,BUY,500,51.53,25765.0,51.53,15911644.76,fixed
2025-12-02,301215.SZ,BUY,4500,6.5766,29594.57,59.1891,15907815.2,fixed
2025-12-02,603848.SH,BUY,1500,19.8498,29774.74,59.5495,15907635.02,fixed
2025-12-02,603213.SH,BUY,2100,13.8639,29114.09,58.2282,15908295.68,fixed
2025-12-02,600381.SH,BUY,6700,4.65,31155.0,62.31,15906254.76,fixed
2025-12-02,605050.SH,BUY,2200,13.0665,28746.22,57.4924,15908663.54,fixed
2025-12-02,605055.SH,BUY,3300,8.89,29337.0,58.674,15908072.76,fixed
2025-12-02,002354.SZ,BUY,4200,7.04,29568.0,59.136,15907841.76,fixed
2025-12-02,603272.SH,BUY,1500,19.98,29969.94,59.9399,15907439.82,fixed
2025-12-02,688381.SH,BUY,1200,24.5745,29489.46,58.9789,15907920.3,fixed
2025-12-02,603595.SH,BUY,1700,17.1772,29201.17,58.4023,15908208.59,fixed
2025-12-02,301321.SZ,BUY,1800,16.2963,29333.31,58.6666,15908076.46,fixed
2025-12-02,300657.SZ,BUY,1000,28.1882,28188.16,56.3763,15909221.6,fixed
2025-12-02,300571.SZ,BUY,1000,29.8,29800.0,59.6,15907609.76,fixed
2025-12-30,002198.SZ,SELL,-4000,7.1928,29629.6,57.5424,15956088.56,fixed
2025-12-30,002338.SZ,SELL,-500,58.3716,25765.0,58.3716,15952223.96,fixed
2025-12-30,002354.SZ,SELL,-4200,6.17,29568.0,51.828,15956026.96,fixed
2025-12-30,002356.SZ,SELL,-6500,4.1459,29734.71,53.8961,15956193.67,fixed
2025-12-30,300389.SZ,SELL,-1800,16.004,29214.0,57.6143,15955672.96,fixed
2025-12-30,300657.SZ,SELL,-1000,27.6024,28188.16,55.2047,15954647.12,fixed
2025-12-30,300692.SZ,SELL,-3600,8.7013,29729.7,62.6493,15956188.66,fixed
2025-12-30,300786.SZ,SELL,-1700,16.4835,28248.22,56.0439,15954707.18,fixed
2025-12-30,301158.SZ,SELL,-1300,22.3776,28210.0,58.1818,15954668.96,fixed
2025-12-30,301215.SZ,SELL,-4500,6.8032,29594.57,61.2287,15956053.53,fixed
2025-12-30,301321.SZ,SELL,-1800,18.6613,29333.31,67.1808,15955792.27,fixed
2025-12-30,600133.SH,SELL,-3300,9.1908,29399.37,60.6593,15955858.33,fixed
2025-12-30,600381.SH,SELL,-6700,4.19,31155.0,56.146,15957613.96,fixed
2025-12-30,600612.SH,SELL,-600,44.3156,27024.0,53.1788,15953482.96,fixed
2025-12-30,600689.SH,SELL,-1900,13.3866,28870.84,50.8691,15955329.8,fixed
2025-12-30,601026.SH,SELL,-1400,20.5494,28594.15,57.5384,15955053.11,fixed
2025-12-30,603213.SH,SELL,-2100,13.2467,29114.09,55.6363,15955573.05,fixed
2025-12-30,603272.SH,SELL,-1500,18.2817,29969.94,54.8451,15956428.9,fixed
2025-12-30,603285.SH,SELL,-1100,24.4355,27698.0,53.7582,15954156.96,fixed
2025-12-30,603595.SH,SELL,-1700,17.3127,29201.17,58.8631,15955660.13,fixed
